Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
#country+name,#country+code,#date+year,#indicator+name,#indicator+code,#indicator+value+num
Haiti,HTI,2015,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,83.3793103448
Haiti,HTI,2014,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,83.3793103448
Haiti,HTI,2013,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,83.3793103448
Haiti,HTI,2012,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,83.3793103448
Haiti,HTI,2011,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,83.3793103448
Haiti,HTI,2010,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,83.3793103448
Haiti,HTI,2009,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,83.3793103448
Haiti,HTI,2008,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,83.8655846155
Haiti,HTI,2007,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,84.359914268
Haiti,HTI,2006,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,84.8625011361
Haiti,HTI,2005,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,85.3735538537
Haiti,HTI,2004,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,85.8932881426
Haiti,HTI,2003,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,86.4219271168
Haiti,HTI,2002,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,86.9597016017
Haiti,HTI,2001,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,87.50685047
Haiti,HTI,2000,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,88.0636209958
Haiti,HTI,1999,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,88.6302692266
Haiti,HTI,1998,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,89.2070603768
Haiti,HTI,1997,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,89.7942692408
Haiti,HTI,1996,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,90.3921806301
Haiti,HTI,1995,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,91.0010898334
Haiti,HTI,1994,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,91.6813207274
Haiti,HTI,1993,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,92.4530801501
Haiti,HTI,1992,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,93.3361740407
Haiti,HTI,1991,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,94.3565669966
Haiti,HTI,2019,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,13.1034482759
Haiti,HTI,2018,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,13.1034482759
Haiti,HTI,2017,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,13.1034482759
Haiti,HTI,2016,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,13.1034482759
Haiti,HTI,2015,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,13.1034482759
Haiti,HTI,2014,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,13.1034482759
Haiti,HTI,2013,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,13.1034482759
Haiti,HTI,2012,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,13.1034482759
Haiti,HTI,2011,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,13.1034482759
Haiti,HTI,2010,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,13.1034482759
Haiti,HTI,2009,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,13.1034482759
Haiti,HTI,2008,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,12.8187299475
Haiti,HTI,2007,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,12.5292951145
Haiti,HTI,2006,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,12.2350256011
Haiti,HTI,2005,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,11.9357992504
Haiti,HTI,2004,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,11.631489755
Haiti,HTI,2003,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,11.3219664795
Haiti,HTI,2002,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,11.0070942734
Haiti,HTI,2001,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,10.6867332743
Haiti,HTI,2000,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,10.360738701
Haiti,HTI,1999,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,10.028960635
Haiti,HTI,1998,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,9.6912437908
Haiti,HTI,1997,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,9.3474272735
Haiti,HTI,1996,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,8.9973443234
Haiti,HTI,1995,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,8.6408220458
Haiti,HTI,1994,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,7.9214680266
Haiti,HTI,1993,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,7.105321263
Haiti,HTI,1992,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,6.1714366877
Haiti,HTI,1991,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,5.0923563629
Haiti,HTI,2019,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,3.5172413793
Haiti,HTI,2018,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,3.5172413793
Haiti,HTI,2017,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,3.5172413793
Haiti,HTI,2016,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,3.5172413793
Haiti,HTI,2015,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,3.5172413793
Haiti,HTI,2014,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,3.5172413793
Haiti,HTI,2013,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,3.5172413793
Haiti,HTI,2012,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,3.5172413793
Haiti,HTI,2011,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,3.5172413793
Haiti,HTI,2010,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,3.5172413793
Haiti,HTI,2009,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,3.5172413793
Haiti,HTI,2008,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,3.315685437
Haiti,HTI,2007,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,3.1107906176
Haiti,HTI,2006,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,2.9024732627
Haiti,HTI,2005,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,2.6906468959
Haiti,HTI,2004,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,2.4752221024
Haiti,HTI,2003,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,2.2561064037
Haiti,HTI,2002,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,2.0332041249
Haiti,HTI,2001,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,1.8064162556
Haiti,HTI,2000,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,1.5756403032
Haiti,HTI,1999,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,1.3407701384
Haiti,HTI,1998,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,1.1016958324
Haiti,HTI,1997,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,0.8583034856
Haiti,HTI,1996,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,0.6104750466
Haiti,HTI,1995,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,0.3580881208
Haiti,HTI,1994,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,0.397211246
Haiti,HTI,1993,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,0.4415985869
Haiti,HTI,1992,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,0.4923892716
Haiti,HTI,1991,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,0.5510766405
Haiti,HTI,2019,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,1.45
Haiti,HTI,2018,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,1.45
Haiti,HTI,2017,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,1.45
Haiti,HTI,2016,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,1.45
Haiti,HTI,2015,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,1.45
Haiti,HTI,2014,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,1.45
Haiti,HTI,2013,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,1.45
Haiti,HTI,2012,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,1.45
Haiti,HTI,2011,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,1.45
Haiti,HTI,2010,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,1.45
Haiti,HTI,2009,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,1.45
Haiti,HTI,2008,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,1.4381857143
Haiti,HTI,2007,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,1.4263714286
Haiti,HTI,2006,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,1.4145571429
Haiti,HTI,2005,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,1.4027428571
Haiti,HTI,2004,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,1.3909285714
Haiti,HTI,2003,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,1.3791142857
Haiti,HTI,2002,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,1.3673
Haiti,HTI,2001,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,1.3554857143
Haiti,HTI,2000,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,1.3436714286
Haiti,HTI,1999,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,1.3318571429
Haiti,HTI,1998,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,1.3200428571
Haiti,HTI,1997,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,1.3082285714
Haiti,HTI,1996,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,1.2964142857
Haiti,HTI,1995,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,1.2846
Haiti,HTI,1994,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,1.208425
Haiti,HTI,1993,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,1.13225
Haiti,HTI,1992,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,1.056075
Haiti,HTI,1991,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.9799
Haiti,HTI,2019,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,11.1478434689014
Haiti,HTI,2018,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,11.1478434689014
Haiti,HTI,2017,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,11.1478434689014
Haiti,HTI,2016,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,11.1478434689014
Haiti,HTI,2015,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,11.1478434689014
Haiti,HTI,2014,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,11.1478434689014
Haiti,HTI,2013,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,11.1478434689014
Haiti,HTI,2012,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,11.1478434689014
Haiti,HTI,2011,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,11.1478434689014
Haiti,HTI,2010,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,11.1478434689014
Haiti,HTI,2009,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,11.1478434689014
Haiti,HTI,2008,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,11.0570132567079
Haiti,HTI,2007,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,10.9661830445145
Haiti,HTI,2006,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,10.8753528323211
Haiti,HTI,2005,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,10.7845226193588
Haiti,HTI,2004,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,10.6936924071654
Haiti,HTI,2003,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,10.6028621949719
Haiti,HTI,2002,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,10.5120319827785
Haiti,HTI,2001,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,10.4212017705851
Haiti,HTI,2000,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,10.3303715583916
Haiti,HTI,1999,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,10.2395413461982
Haiti,HTI,1998,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,10.148711133236
Haiti,HTI,1997,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,10.0578809210425
Haiti,HTI,1996,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,9.96705070884908
Haiti,HTI,1995,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,9.87622049665565
Haiti,HTI,1994,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,9.29057430614285
Haiti,HTI,1993,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,8.70492811563004
Haiti,HTI,1992,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,8.11928192511725
Haiti,HTI,1991,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,7.53363573460444
Haiti,HTI,2019,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,13.007
Haiti,HTI,2018,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,13.007
Haiti,HTI,2017,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,13.007
Haiti,HTI,2016,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,13.007
Haiti,HTI,2015,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,13.007
Haiti,HTI,2014,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,13.007
Haiti,HTI,2013,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,13.007
Haiti,HTI,2012,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,13.007
Haiti,HTI,2011,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,13.007
Haiti,HTI,2010,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,13.007
Haiti,HTI,2009,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,13.007
Haiti,HTI,2008,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,13.007
Haiti,HTI,2007,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,13.007
Haiti,HTI,2006,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,13.007
Haiti,HTI,2005,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,13.007
Haiti,HTI,2004,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,13.007
Haiti,HTI,2003,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,13.007
Haiti,HTI,2002,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,13.007
Haiti,HTI,2001,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,13.007
Haiti,HTI,2000,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,13.007
Haiti,HTI,1999,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,13.007
Haiti,HTI,1998,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,13.007
Haiti,HTI,1997,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,13.007
Haiti,HTI,1996,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,13.007
Haiti,HTI,1995,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,13.007
Haiti,HTI,1994,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,13.007
Haiti,HTI,1993,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,13.007
Haiti,HTI,1992,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,13.007
Haiti,HTI,1991,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,13.007
Haiti,HTI,1990,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,13.007
Haiti,HTI,1989,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,13.007
Haiti,HTI,1988,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,13.007
Haiti,HTI,1987,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,13.007
Haiti,HTI,1986,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,13.007
Haiti,HTI,1985,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,13.007
Haiti,HTI,1984,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,13.007
Haiti,HTI,1983,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,13.007
